"","GroupID","SPECID","CBL","CH","CBW","ADM","PDM","class","prob.Abelisauridae","prob.Allosauridae","prob.Carcharodontosauridae","prob.Dromaeosaur.Morphotype.1","prob.Dromaeosaur.Morphotype.2","prob.Dromaeosaur.Morphotype.3","prob.Megalosauridae","prob.Metriacanthosauridae","prob.Neotheropoda","prob.Neovenatoridae","prob.Noasauridae","prob.Non_abelisauroid_Ceratosauria","prob.Non_averostran_Neotheropoda","prob.Non_megalosauran_Megalosauroidea","prob.Non_tyrannosaurid_Tyrannosauroidea","prob.Proceratosauridae.","prob.Spinosauridae.Morphotype.1","prob.Therizinosauria","prob.Troodontidae","prob.Tyrannosauridae.Morphotype.1","prob.Tyrannosauridae.Morphotype.2","prob.Tyrannosauridae.Morphotype.3","prob.Tyrannosauridae.pmx.Morphotype.1"
"11","Madagascar","MSNM V5791",-0.159387216, 0.058270294, 0.13074709,-1.180322779,-0.03987277,"Dromaeosaur.Morphotype.1",0.00000000,0.00000000,0.00000000,0.60324691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06984131,0.00000000,0.00000000,0.32691178,0.00000000,0.00000000,0.00000000,0.00000000
"12","Madagascar","MSNM V5792", 0.116243350, 0.177043496, 0.06084706, 0.126596576,-0.10537681,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.71946798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08998614,0.19054589,0.00000000,0.00000000,0.00000000
"13","Madagascar","MSNM V5794",-0.196076898,-0.112298184,-0.09221714, 0.394817082, 0.46186963,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
"14","Madagascar","MSNM V5795",-0.177601018, 0.119354580, 0.06084706, 0.239034942, 0.02077450,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.83750458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07090075,0.09159467,0.00000000,0.00000000,0.00000000
"15","Madagascar","MSNM V5796",-0.022291636, 0.050375706,-0.01329185, 0.203447124, 0.02077450,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.83750458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07090075,0.09159467,0.00000000,0.00000000,0.00000000
"16","Madagascar","MSNM V5798",-0.141428161,-0.093923663,-0.20605904, 0.084904910, 0.07723576,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
"17","Madagascar","MSNM V5799", 0.145099654, 0.026325209,-0.11969958, 0.126596576, 0.02077450,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.73636485,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08456613,0.17906902,0.00000000,0.00000000,0.00000000
"18","Madagascar","MSNM V5800", 0.915603443, 0.611905235, 0.78232308,-0.056713570,-0.17658375,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.48689540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42796256,0.00000000,0.08514205,0.00000000
"19","Madagascar","MSNM V5806", 0.009811324,-0.159709773, 0.03663008, 0.126596576,-0.03987277,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.92743633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07256367,0.00000000,0.00000000,0.00000000,0.00000000
"20","Madagascar","MSNM V5807", 0.227970440, 0.875363258, 0.56466436,-0.302138297,-0.25458214,"Abelisauridae",0.41452457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40642620,0.17904922,0.00000000,0.00000000,0.00000000
