"","GroupID","SPECID","CBL","CH","CBW","ADM","PDM","class","prob.Abelisauridae","prob.Allosauridae","prob.Carcharodontosauridae","prob.Dromaeosaur.Morphotype.1","prob.Dromaeosaur.Morphotype.2","prob.Dromaeosaur.Morphotype.3","prob.Megalosauridae","prob.Metriacanthosauridae","prob.Neotheropoda","prob.Neovenatoridae","prob.Noasauridae","prob.Non_abelisauroid_Ceratosauria","prob.Non_averostran_Neotheropoda","prob.Non_megalosauran_Megalosauroidea","prob.Non_tyrannosaurid_Tyrannosauroidea","prob.Proceratosauridae.","prob.Spinosauridae.Morphotype.1","prob.Therizinosauria","prob.Troodontidae","prob.Tyrannosauridae.Morphotype.1","prob.Tyrannosauridae.Morphotype.2","prob.Tyrannosauridae.Morphotype.3","prob.Tyrannosauridae.pmx.Morphotype.1"
"1","Kyrgystan","ZIN PH 7/42", 1.028289970, 0.9885463, 1.14512553,0.0604103,0.07568399,"Tyrannosauridae.Morphotype.1",0.06511591,0.00000000,0.00000000,0.00000000,0.15716249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.65755510,0.00000000,0.12016650,0.00000000
"2","Kyrgystan","ZIN PH 9/42", 0.608783838, 0.8257502, 0.43774978,0.1234856,0.15306693,"Tyrannosauridae.Morphotype.1",0.06393670,0.00000000,0.00000000,0.00000000,0.17242588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.64564708,0.00000000,0.11799034,0.00000000
"3","Kyrgystan","ZIN PH 14/42",-0.004856174, 0.4701239, 0.26947396,0.1234856,0.15306693,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.87853537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12146463,0.00000000,0.00000000,0.00000000
"4","Kyrgystan","ZIN PH 15/42",-0.070205162, 0.1208222,-0.04987713,0.1234856,0.15306693,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
"5","Kyrgystan","ZIN PH 18/42",-0.810706331,-0.2105142,-0.23257941,0.3320290,0.22371202,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
"6","Kyrgystan","ZIN PH 19/42", 0.145202471, 0.3768924, 0.10888119,0.1234856,0.11529704,"Dromaeosaur.Morphotype.2",0.00000000,0.00000000,0.00000000,0.00000000,0.77542182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22457818,0.00000000,0.00000000,0.00000000
"7","Kyrgystan","ZIN PH 28/42", 0.365633377, 0.3768924,-0.02405953,0.1234856,0.18915760,"Dromaeosaur.Morphotype.2",0.05518278,0.00000000,0.00000000,0.00000000,0.51090487,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33207671,0.00000000,0.10183564,0.00000000
