"","GroupID","SPECID","CBL","CH","CBW","ADM","PDM","class","prob.Abelisauridae","prob.Allosauridae","prob.Carcharodontosauridae","prob.Dromaeosaur.Morphotype.1","prob.Dromaeosaur.Morphotype.2","prob.Dromaeosaur.Morphotype.3","prob.Megalosauridae","prob.Metriacanthosauridae","prob.Neotheropoda","prob.Neovenatoridae","prob.Noasauridae","prob.Non_abelisauroid_Ceratosauria","prob.Non_averostran_Neotheropoda","prob.Non_megalosauran_Megalosauroidea","prob.Non_tyrannosaurid_Tyrannosauroidea","prob.Proceratosauridae.","prob.Spinosauridae.Morphotype.1","prob.Therizinosauria","prob.Troodontidae","prob.Tyrannosauridae.Morphotype.1","prob.Tyrannosauridae.Morphotype.2","prob.Tyrannosauridae.Morphotype.3","prob.Tyrannosauridae.pmx.Morphotype.1"
"14","Madagascar","MSNM V5795",-0.177601018, 0.119354580, 0.06084706, 0.239034942, 0.02077450,"Dromaeosaur.Morphotype.2", 4.157671e-65, 1.018564e-74, 1.187246e-85, 1.406763e-82, 9.999719e-01,3.885719e-129, 1.297838e-30, 8.962679e-78,1.200484e-113, 1.552747e-80, 4.636812e-89, 4.241180e-76, 5.502853e-99, 2.873390e-86, 3.794421e-83, 1.746333e-98, 6.513578e-97,2.584962e-112, 9.308186e-10, 5.117585e-56, 6.424419e-79, 2.806205e-05, 1.689864e-82
"15","Madagascar","MSNM V5796",-0.022291636, 0.050375706,-0.01329185, 0.203447124, 0.02077450,"Dromaeosaur.Morphotype.2", 2.319788e-68, 7.247216e-77, 6.192275e-84, 9.781689e-81, 9.999999e-01,2.149334e-128, 1.928182e-31, 4.887772e-79,6.901936e-112, 1.106584e-81, 3.329793e-88, 9.939004e-78, 1.097355e-96, 5.256981e-85, 4.782258e-83, 1.790820e-99,5.123657e-100,3.338408e-114, 1.805865e-10, 6.219051e-60, 4.850142e-80, 5.789590e-08, 4.227498e-84
"16","Madagascar","MSNM V5798",-0.141428161,-0.093923663,-0.20605904, 0.084904910, 0.07723576,"Dromaeosaur.Morphotype.2", 1.346274e-69, 2.312441e-77, 1.223411e-86, 1.082879e-65, 1.000000e+00,3.150762e-127, 6.179728e-33, 7.619577e-80,1.581030e-108, 1.572303e-82, 1.823142e-86, 7.485586e-80, 2.933913e-94, 2.517538e-84, 3.312373e-82, 3.731501e-98,1.836048e-102,5.236405e-112, 5.216486e-11, 1.093057e-64, 1.155011e-81, 4.846890e-09, 2.352954e-88
"17","Madagascar","MSNM V5799", 0.145099654, 0.026325209,-0.11969958, 0.126596576, 0.02077450,"Dromaeosaur.Morphotype.2", 1.494867e-66, 2.084242e-73, 5.295933e-79, 9.952579e-75, 1.000000e+00,3.625899e-130, 6.618249e-31, 9.932042e-74,3.578699e-106, 3.475334e-79, 1.206747e-84, 1.010635e-74, 2.093946e-91, 6.604968e-81, 3.899436e-80, 8.795068e-98,9.081066e-101,8.799115e-114, 1.656884e-11, 1.043560e-65, 1.073879e-77, 3.161292e-10, 8.753516e-85
"18","Madagascar","MSNM V5800", 0.915603443, 0.611905235, 0.78232308,-0.056713570,-0.17658375,"Tyrannosauridae.Morphotype.3", 6.181345e-37, 1.562686e-43, 3.033375e-41, 8.696243e-60, 6.979950e-04,2.789298e-171, 4.106326e-07, 2.684776e-44, 5.981637e-96, 4.369516e-51, 2.669237e-67, 1.350091e-38, 2.302501e-74, 6.006906e-57, 5.148265e-58, 1.920096e-78, 1.085823e-65,2.836693e-100, 6.269342e-12, 3.956601e-52, 2.409269e-41, 9.993016e-01, 5.837739e-41
"19","Madagascar","MSNM V5806", 0.009811324,-0.159709773, 0.03663008, 0.126596576,-0.03987277,"Dromaeosaur.Morphotype.2", 1.242686e-59, 1.641570e-69, 1.871318e-75, 8.219968e-75, 9.999990e-01,5.710704e-138, 1.011711e-28, 2.053025e-71,2.172588e-101, 4.243893e-73, 2.073356e-79, 7.326480e-69, 3.346332e-87, 8.623193e-77, 1.026810e-74, 1.472433e-90, 2.568459e-92,5.647229e-104, 5.173338e-10, 1.400843e-62, 1.171993e-70, 1.045358e-06, 6.656758e-74
"20","Madagascar","MSNM V5807", 0.227970440, 0.875363258, 0.56466436,-0.302138297,-0.25458214,"Tyrannosauridae.Morphotype.3", 1.529087e-23, 3.248422e-27, 4.391300e-35, 1.262794e-39, 3.240755e-06,5.409218e-216, 6.610957e-08, 2.786224e-29, 1.279038e-75, 2.083412e-34, 2.573018e-48, 3.663871e-29, 1.669542e-57, 1.746560e-41, 2.101033e-38, 1.046340e-52, 3.337349e-41, 1.099803e-70, 1.531801e-08, 6.551796e-79, 1.625036e-32, 9.999967e-01, 1.006778e-36
"21","Madagascar","MSNM V580", 0.379209926, 0.564709228, 0.06084706,-0.056713570,-0.10537681,"Dromaeosaur.Morphotype.2", 6.917831e-44, 1.224521e-48, 7.538967e-54, 2.610936e-58, 9.987744e-01,1.106010e-161, 8.390575e-16, 2.358924e-49, 1.240323e-83, 1.026819e-53, 1.617052e-62, 3.819614e-50, 8.317491e-69, 2.897610e-56, 9.837483e-57, 1.062004e-73, 1.169891e-71, 5.595508e-93, 4.929385e-07, 2.063891e-72, 2.463277e-53, 1.225143e-03, 4.098455e-63
"22","Madagascar","MSNM V580", 0.305815578, 0.397412090, 0.29969356,-0.302138297,-0.25458214,"Tyrannosauridae.Morphotype.3", 4.588245e-25, 4.792259e-31, 8.325809e-37, 2.533828e-38, 3.066706e-01,1.518704e-201, 4.208621e-09, 2.268199e-32, 2.041370e-65, 3.689818e-35, 1.396737e-42, 2.875581e-31, 5.029368e-49, 3.358099e-37, 1.539086e-36, 2.534603e-50, 1.079186e-46, 7.374035e-67, 2.916451e-01, 5.799106e-82, 5.352906e-33, 4.016843e-01, 5.353227e-38
"23","Madagascar","MSNM V5810", 0.448635023, 0.616508938, 0.19686684,-0.006389785,-0.10537681,"Dromaeosaur.Morphotype.2", 7.100905e-45, 2.312910e-50, 9.094177e-54, 5.123688e-61, 9.766476e-01,1.430460e-158, 1.564047e-14, 5.778724e-51, 2.893265e-89, 2.799894e-56, 6.646343e-66, 7.047775e-52, 9.138278e-73, 7.098698e-59, 2.581281e-59, 5.916799e-77, 2.358333e-72, 8.754410e-97, 1.051908e-08, 6.844347e-66, 3.692268e-55, 2.335236e-02, 4.062340e-61
