ID,SPECIMENID,CBL,CH,CBW,ADM,PDM,Original_Taxon,Clade,Clade1,Clade2,Combined_clade,Higher_level_taxonomy,Data_Source,Reference,Period,Lower_Stage,Upper_Stage,Group,Formation,Member,Max_ma,Min_ma,Mid_ma,Lat,Long,P_lat,P_Lon,Locality
341,AMNH851,17.95,36.4,17.72,0.5,0.526315789,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Kimmeridgian,Tithonian,NA,Morrisson,Lake Como,157.3,145,151.15,42,-106,37.6,-52.2,Bone Cabin Quarry
342,AMNH851,22.2,43.67,9.74,0.5,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Kimmeridgian,Tithonian,NA,Morrisson,Lake Como,157.3,145,151.15,42,-106,37.6,-52.2,Bone Cabin Quarry
453,CM 11844,17.9,39.5,17.3,0.5,0.416666667,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Tithonian,Tithonian,NA,Morrisson,Brushy Basin,150.8,145,147.9,40.4,-109.3,37,-56.2,Dinosaur National Monument Quarry
454,CM 21703,12.6,33.8,14.5,0.5,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Tithonian,Tithonian,NA,Morrisson,Brushy Basin,150.8,145,147.9,40.4,-109.3,37,-56.2,Dinosaur National Monument Quarry
455,CM 21703,15.5,34.8,12.8,0.476190476,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Tithonian,Tithonian,NA,Morrisson,Brushy Basin,150.8,145,147.9,40.4,-109.3,37,-56.2,Dinosaur National Monument Quarry
456,CM 21703,14.05,34.31,12.52,0.5,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Tithonian,Tithonian,NA,Morrisson,Brushy Basin,150.8,145,147.9,40.4,-109.3,37,-56.2,Dinosaur National Monument Quarry
457,CM 21703,12.79,34.2,10.5,0.526315789,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Tithonian,Tithonian,NA,Morrisson,Brushy Basin,150.8,145,147.9,40.4,-109.3,37,-56.2,Dinosaur National Monument Quarry
458,CM 21703,13.73,33.19,10.65,0.476190476,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Tithonian,Tithonian,NA,Morrisson,Brushy Basin,150.8,145,147.9,40.4,-109.3,37,-56.2,Dinosaur National Monument Quarry
725,LACM 46030,16.1,33.9,15.3,0.526315789,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
726,LACM 46030,16,33.89,14.6,0.537634409,0.485436893,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
727,LACM 46030,15.5,36.81,14.9,0.526315789,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
728,LACM 46030,16.3,37.69,13.5,0.510204082,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
729,LACM 46030,17.5,38.85,12.8,0.454545455,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
1203,SDSM 25248,20.36,49.57,12.29,0.555555556,0.555555556,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Tithonian,NA,Morrisson,NA,157.3,145,151.15,44.5,-104.7,39.8,-50.3,NA
1204,SDSM 25248,16.01,34.05,8.23,0.3125,0.4,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Tithonian,NA,Morrisson,NA,157.3,145,151.15,44.5,-104.7,39.8,-50.3,NA
3751,UMNH VP 10393 (juvenile),10.47,27.23,8.88,0.461680517,0.476190476,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3752,UMNH VP 1251,16.1,40.85,13.82,0.5,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3760,UMNH VP 20687,16.4,39.52,14.76,0.444444444,0.470809793,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3783,UMNH VP 5785,15.63,35.91,10.09,0.363636364,0.416666667,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3784,UMNH VP 5812,10.67,24.03,9.53,0.454545455,0.416666667,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3785,UMNH VP 5837,14.88,33.97,17.3,0.5,0.555555556,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3786,UMNH VP 5841,16.74,29.24,8.25,0.285714286,0.416666667,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3788,UMNH VP 6105,22.87,49.87,15.86,0.476190476,0.476190476,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3790,UMNH VP 6145,10.93,25.25,12.56,0.5,0.487804878,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3791,UMNH VP 6177,16.24,32.22,8.01,0.344827586,0.384615385,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3792,UMNH VP 6189,23.33,45.44,10.77,0.363636364,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3793,UMNH VP 6239,17.64,36.54,14.49,0.571428571,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3797,UMNH VP 6475 (juvenile),7.74,19.1,6.07,0.333333333,0.37037037,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3798,UMNH VP 6499,16.75,38.35,15.89,0.526315789,0.526315789,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3799,UMNH VP 6499,16.74,35.93,14.27,0.600240096,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3800,UMNH VP 6499,16.96,43.95,15.28,0.555555556,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3801,UMNH VP 7436,20.64,45.06,12.89,0.4,0.4,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3802,UMNH VP 7438,17.92,40.2,15.38,0.545851528,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3803,UMNH VP 9168,20.57,47.29,13.93,0.375093773,0.4,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3804,UMNH VP 9211,14.94,31.47,7.17,0.4,0.380952381,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3805,UMNH VP 9211,14.99,30.02,7.33,0.434782609,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3806,UMNH VP 9211,15.22,33.48,7.04,0.454545455,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3807,UMNH VP 9218,18.67,42.12,13.44,0.5,0.476190476,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3808,UMNH VP 9218,17.32,38.25,13.03,0.526315789,0.434782609,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3809,UMNH VP 9229,22.59,47.49,12.05,0.434782609,0.434782609,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3810,UMNH VP 9273,14.06,28.5,7.59,0.37037037,0.357142857,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3811,UMNH VP 9273,14.78,25.52,7.21,0.4,0.333333333,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3812,UMNH VP 9275,12.08,25.43,7.45,0.357142857,0.285714286,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3813,UMNH VP 9351,12.75,23.25,11.8,0.454545455,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3814,UMNH VP 9351,14.13,30.83,13.29,0.444444444,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3815,UMNH VP 9351,14.68,29.2,11.23,0.470809793,0.428816467,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3816,UMNH VP 9365,10.63,24.62,9.77,0.5,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3817,UMNH VP 9369,11.52,25.69,8.42,0.307692308,0.363636364,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Young et al., 2019 (C.H. pers. measurements)",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3818,UMNH VP 9369,11.77,25.8,8.26,0.277777778,0.37037037,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,"Cleveland-Lloyd Dinosaur Quarry, Emery Co."
3849,USNM 8335,16.7,34.1,13.4,0.416666667,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Kimmeridgian,Tithonian,NA,Morrisson,Brushy Basin,157.3,145,151.15,38.5,-105.2,34,-52.3,"Garden Park, Colorado"
3850,USNM 8335,18.7,31.9,6.9,0.384615385,0.375093773,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Jurassic,Kimmeridgian,Tithonian,NA,Morrisson,Brushy Basin,157.3,145,151.15,38.5,-105.2,34,-52.3,"Garden Park, Colorado"
3853,YPM 4944 (or 1333?),12.46,28.65,6,0.5,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
3854,YPM 4944 (or 1333?),12,20.69,11.07,0.5,0.5,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
3855,YPM 4944 (or 1333?),13.04,26.98,9.28,0.5,0.454545455,Allosaurus,Allosauridae,Allosauridae,Allosauridae,Allosauridae,Allosauroidea,Traupman et al 2021,"Smith et al., 2005",Jurassic,Kimmeridgian,Kimmeridgian,NA,Morrisson,Brushy Basin,157.3,152.1,154.7,39.3,-110.7,35,56.3,NA
666,IVPP 84019,19.36,41.51,9.89,0.333333333,0.3125,Monolophosaurus,Non_megalosauran_Megalosauroidea,Non_megalosauran_Megalosauroidea,Allosauroidea,Allosauroidea,Allosauroidea,Traupman et al 2021,This study,Jurassic,Callovian,Callovian,NA,Shishugou,Lower,166.1,163.5,164.8,44.8,90.1,42.7,102.1,Jiangjunmiao theropod (CCDP) (Jurassic of China)
667,IVPP 84019,15.95,17.71,5.76,0.333333333,0.333333333,Monolophosaurus,Non_megalosauran_Megalosauroidea,Non_megalosauran_Megalosauroidea,Allosauroidea,Allosauroidea,Allosauroidea,Traupman et al 2021,This study,Jurassic,Callovian,Callovian,NA,Shishugou,Lower,166.1,163.5,164.8,44.8,90.1,42.7,102.1,Jiangjunmiao theropod (CCDP) (Jurassic of China)
668,IVPP 84019,13.66,25.05,6.17,0.285714286,0.285714286,Monolophosaurus,Non_megalosauran_Megalosauroidea,Non_megalosauran_Megalosauroidea,Allosauroidea,Allosauroidea,Allosauroidea,Traupman et al 2021,This study,Jurassic,Callovian,Callovian,NA,Shishugou,Lower,166.1,163.5,164.8,44.8,90.1,42.7,102.1,Jiangjunmiao theropod (CCDP) (Jurassic of China)
674,IVPP 84019,12.01,21.58,6.58,0.25,0.285714286,Monolophosaurus,Non_megalosauran_Megalosauroidea,Non_megalosauran_Megalosauroidea,Allosauroidea,Allosauroidea,Allosauroidea,Traupman et al 2021,This study,Jurassic,Callovian,Callovian,NA,Shishugou,Lower,166.1,163.5,164.8,44.8,90.1,42.7,102.1,Jiangjunmiao theropod (CCDP) (Jurassic of China)
676,IVPP 84019,12.93,21.1,4.94,0.25,0.25,Monolophosaurus,Non_megalosauran_Megalosauroidea,Non_megalosauran_Megalosauroidea,Allosauroidea,Allosauroidea,Allosauroidea,Traupman et al 2021,This study,Jurassic,Callovian,Callovian,NA,Shishugou,Lower,166.1,163.5,164.8,44.8,90.1,42.7,102.1,Jiangjunmiao theropod (CCDP) (Jurassic of China)
108,1993IX1H,21,41,15,0.555555556,0.5,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,Trapuman 2021,Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,100.5,93.9,97.2,30.9,-4,17.7,-3.2,NA
109,1993IX1I,24.8,41.8,15.3,0.526315789,0.476190476,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,Trapuman 2021,Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,100.5,93.9,97.2,30.9,-4,17.7,-3.2,NA
110,1993IX1J,31.3,51.3,14.9,0.5,0.465116279,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,Trapuman 2021,Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,100.5,93.9,97.2,30.9,-4,17.7,-3.2,NA
112,1993IX1L,35,86.5,17.6,0.526315789,0.526315789,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,Trapuman 2021,Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,100.5,93.9,97.2,30.9,-4,17.7,-3.2,NA
786,MCF-PVPH-108.10,23.92,40.32,13.23,0.416666667,0.384615385,Mapusaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,Neuqu?n,Huincul,NA,99.6,89.8,94.7,-39.1,-69.3,-45.8,-46.2,NA
789,MCF-PVPH-108.166,21.48,42.74,17.31,0.5,0.434782609,Mapusaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,Neuqu?n,Huincul,NA,99.6,89.8,94.7,-39.1,-69.3,-45.8,-46.2,NA
790,MCF-PVPH-108.171,28.93,55.1,15.39,0.5,0.416666667,Mapusaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,Neuqu?n,Huincul,NA,99.6,89.8,94.7,-39.1,-69.3,-45.8,-46.2,NA
792,MCF-PVPH-108.9,32.6,74.01,17.11,0.5,0.4,Mapusaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,Neuqu?n,Huincul,NA,99.6,89.8,94.7,-39.1,-69.3,-45.8,-46.2,NA
863,MNN GAD12,32.1,67.4,18.2,0.5,0.357142857,Carcharodontosaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,99.6,93.5,96.55,30.5,-4.8,17.8,-4.8,NA
864,MNN GAD14,24,42,11.5,0.357142857,0.3125,Eocarcharia,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Aptian,Albian,Tegama,Elrhaz,NA,125,100.5,112.75,16.3,-9.1,1.4,-3.7,NA
867,MNN IGV10,30.1,60.6,19.3,0.526315789,0.434782609,Carcharodontosaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,99.6,93.5,96.55,30.5,-4.8,17.8,-4.8,NA
868,MNN IGV6,43.8,85,22.6,0.555555556,0.476190476,Carcharodontosaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,NA,Kem Kem,NA,99.6,93.5,96.55,30.5,-4.8,17.8,-4.8,NA
928,MUCPV-CH-1,33.82,81.62,22.83,0.588235294,0.526315789,Giganotosaurus,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Carcharodontosauridae,Allosauroidea,Traupman et al 2021,"Hendrickx et al., 2015",Cretaceous,Cenomanian,Cenomanian,Neuqu?n,Candeleros,NA,99.6,93.5,96.55,-39.5,-68.8,-46.6,-45,NA
